No.,Time,Source,Destination,Protocol,Length,Info,SourcePort,DestinationPort
14253,74.238514,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14254,74.238514,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14255,74.238514,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14256,74.238514,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14257,74.238514,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14258,74.238514,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14259,74.238514,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14260,74.238514,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14261,74.238514,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14262,74.238514,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14263,74.238514,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14264,74.238514,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14265,74.239172,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14266,74.239478,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14267,74.239606,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14268,74.239606,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14269,74.239606,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14270,74.239606,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14271,74.239657,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14272,74.241382,192.168.1.41,117.219.237.13,QUIC,76,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14273,74.248991,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14274,74.248991,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14275,74.248991,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14276,74.248991,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14277,74.248991,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14278,74.248991,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14279,74.248991,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14280,74.248991,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14281,74.250469,192.168.1.41,117.219.237.13,QUIC,76,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14282,74.257163,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14283,74.257163,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14284,74.257163,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14285,74.257163,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14286,74.257163,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14287,74.257163,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14288,74.257163,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14289,74.257163,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14290,74.257163,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14291,74.257163,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14292,74.257547,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14293,74.258386,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14294,74.258386,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14295,74.258386,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14296,74.258386,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14297,74.258386,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14298,74.258386,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14299,74.260129,192.168.1.41,117.219.237.13,QUIC,76,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14300,74.260752,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14301,74.260752,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14302,74.260752,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14303,74.260752,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14304,74.260752,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14305,74.260752,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14306,74.260752,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14307,74.260752,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14308,74.260752,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14309,74.260752,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14310,74.261159,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14311,74.261573,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14312,74.261573,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14313,74.261573,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14314,74.263221,192.168.1.41,117.219.237.13,QUIC,81,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14315,74.264501,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14316,74.264501,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14317,74.264501,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14318,74.264501,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14319,74.264501,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14320,74.264501,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14321,74.264501,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14322,74.264501,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14323,74.264501,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14324,74.264501,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14325,74.264501,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14326,74.264894,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14327,74.265739,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14328,74.265739,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14329,74.265739,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14330,74.265739,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14331,74.265739,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14332,74.265739,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14333,74.266035,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14334,74.267298,192.168.1.41,117.219.237.13,QUIC,76,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14335,74.271912,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14336,74.271912,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14337,74.271912,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14338,74.271912,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14339,74.271912,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14340,74.271912,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14341,74.271912,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14342,74.271912,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14343,74.273976,192.168.1.41,117.219.237.13,QUIC,76,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14344,74.28304,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14345,74.28304,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14346,74.28304,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14347,74.28304,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14348,74.28304,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14349,74.28304,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14350,74.28304,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14351,74.284186,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14352,74.284186,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14353,74.284186,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14354,74.284186,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14355,74.284186,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14356,74.284461,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14357,74.286524,192.168.1.41,117.219.237.13,QUIC,76,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14358,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14359,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14360,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14361,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14362,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14363,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14364,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14365,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14366,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14367,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14368,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14369,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14370,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14371,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14372,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14373,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14374,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14375,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14376,74.297895,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14377,74.298455,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14378,74.298833,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14379,74.298833,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14380,74.298833,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14381,74.299174,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14382,74.301615,192.168.1.41,117.219.237.13,QUIC,76,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14383,74.310478,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14384,74.311992,192.168.1.41,117.219.237.13,QUIC,76,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14385,74.312465,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14386,74.312465,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14387,74.312465,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14388,74.312465,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14389,74.313506,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14390,74.313506,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14391,74.313506,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14392,74.313682,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14393,74.315668,192.168.1.41,117.219.237.13,QUIC,76,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14394,74.316014,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14395,74.316014,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14396,74.316014,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14397,74.316014,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14398,74.316014,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14399,74.316014,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14400,74.316014,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14401,74.316014,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14402,74.316014,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14403,74.316014,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14404,74.316607,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14405,74.317409,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14406,74.317409,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14407,74.317409,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14408,74.317409,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14409,74.317409,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14410,74.317409,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14411,74.317779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14412,74.319636,192.168.1.41,117.219.237.13,QUIC,76,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14413,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14414,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14415,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14416,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14417,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14418,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14419,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14420,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14421,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14422,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14423,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14424,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14425,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14426,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14427,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14428,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14429,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14430,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14431,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14432,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14433,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14434,74.323302,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14435,74.323865,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14436,74.32409,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14437,74.324563,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14438,74.324563,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14439,74.324563,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14440,74.324563,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14441,74.324563,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14442,74.324563,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14443,74.325885,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14444,74.325885,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14445,74.325885,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14446,74.325885,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14447,74.325885,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14448,74.326087,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14449,74.326659,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14450,74.326659,99.86.162.97,192.168.1.41,TLSv1.2,93,Application Data,443,50837
14451,74.326659,99.86.162.97,192.168.1.41,TLSv1.2,78,Application Data,443,50837
14452,74.326659,99.86.162.97,192.168.1.41,TCP,54,"443  >  50837 [FIN, ACK] Seq=64 Ack=2 Win=7 Len=0",443,50837
14453,74.326659,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14454,74.326659,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14455,74.326795,192.168.1.41,99.86.162.97,TCP,54,50837  >  443 [ACK] Seq=2 Ack=65 Win=3117 Len=0,50837,443
14456,74.326991,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14457,74.326991,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14458,74.327078,192.168.1.41,99.86.162.97,TCP,54,"50837  >  443 [FIN, ACK] Seq=2 Ack=65 Win=3117 Len=0",50837,443
14459,74.327347,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14460,74.328004,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14461,74.328004,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14462,74.328004,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14463,74.328004,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14464,74.328004,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14465,74.328526,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14466,74.333351,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14467,74.333351,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14468,74.333351,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14469,74.333351,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14470,74.335609,192.168.1.41,117.219.237.13,QUIC,81,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14471,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14472,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14473,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14474,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14475,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14476,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14477,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14478,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14479,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14480,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14481,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14482,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14483,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14484,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14485,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14486,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14487,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14488,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14489,74.33779,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14490,74.338333,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14491,74.339041,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14492,74.339041,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14493,74.339041,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14494,74.339041,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14495,74.339041,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14496,74.339041,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14497,74.33929,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14498,74.340613,192.168.1.41,117.219.237.13,QUIC,76,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14499,74.345402,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14500,74.345402,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14501,74.345402,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14502,74.345402,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14503,74.345402,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14504,74.345808,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14505,74.345808,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14506,74.347418,192.168.1.41,117.219.237.13,QUIC,76,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14507,74.355469,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14508,74.355469,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14509,74.355469,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14510,74.355469,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14511,74.355469,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14512,74.355469,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14513,74.355469,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14514,74.355469,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14515,74.355469,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14516,74.355469,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14517,74.355469,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14518,74.355469,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14519,74.355989,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14520,74.357413,192.168.1.41,117.219.237.13,QUIC,75,"Protected Payload (KP0), DCID=1913647bd5ca6cd6",59613,443
14521,74.36505,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14522,74.36505,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14523,74.36505,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14524,74.36505,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14525,74.36505,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14526,74.36505,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14527,74.36505,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14528,74.36505,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
14529,74.36505,117.219.237.13,192.168.1.41,QUIC,1392,Protected Payload (KP0),443,59613
